		collinear	means	Assets	Assets	LFP	LFP	Cov	Cov	Earn	Earn	lagEarn	lagEarn	EarnDif	EarnDif	NbEarn	NbEarn	NbCov	NbCov	Age	Age	Married	Married	Female	Female	Numk	Numk	Edu	Edu	XP	XP	CovXP	CovXP	Cohort	Cohort	LFP	LFP	Cov	Cov	lagLFP	lagLFP	lagCov	lagCov	Assets	Assets	Year	Year	YearOdd	YearOdd
211	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	1	1	-999	999	12	15	15.5	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
212	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	1	1	-999	999	16	999	0	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
213	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	1	1	-999	999	16	999	0	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
214	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	1	1	-999	999	0	7	0	15	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
215	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	1	1	-999	999	0	7	15.5	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
216	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	1	1	-999	999	8	11	0	15	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
217	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	1	1	-999	999	8	11	15.5	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
218	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	1	1	-999	999	12	15	0	15	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
219	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	1	1	-999	999	12	15	15.5	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
220	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	1	1	-999	999	16	999	0	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
221	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	1	1	-999	999	16	999	0	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
222	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	0	0	-999	999	0	11	0	20	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
223	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	0	0	-999	999	0	11	20.5	30	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
224	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	0	0	-999	999	0	11	30.5	40	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
225	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	0	0	-999	999	0	11	40.5	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
226	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	0	0	-999	999	12	999	0	20	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
227	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	0	0	-999	999	12	999	20.5	30	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
228	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	0	0	-999	999	12	999	30.5	40	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
229	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	0	0	-999	999	12	999	40.5	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
230	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	0	0	-999	999	0	11	0	20	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
231	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	0	0	-999	999	0	11	20.5	30	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
232	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	0	0	-999	999	0	11	30.5	40	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
233	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	0	0	-999	999	0	11	40.5	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
234	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	0	0	-999	999	12	999	0	20	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
235	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	0	0	-999	999	12	999	20.5	30	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
236	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	0	0	-999	999	12	999	30.5	40	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
237	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	0	0	-999	999	12	999	40.5	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
238	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	1	1	-999	999	0	11	0	10	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
239	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	1	1	-999	999	0	11	10.5	20	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
240	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	1	1	-999	999	0	11	20.5	30	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
241	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	1	1	-999	999	0	11	30.5	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
242	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	1	1	-999	999	12	999	0	10	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
243	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	1	1	-999	999	12	999	10.5	20	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
244	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	1	1	-999	999	12	999	20.5	30	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
245	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	1	1	-999	999	12	999	30.5	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
246	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	1	1	-999	999	0	11	0	10	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
247	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	1	1	-999	999	0	11	10.5	20	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
248	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	1	1	-999	999	0	11	20.5	30	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
249	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	1	1	-999	999	0	11	30.5	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
250	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	1	1	-999	999	12	999	0	10	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
251	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	1	1	-999	999	12	999	10.5	20	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
252	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	1	1	-999	999	12	999	20.5	30	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
253	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	1	1	-999	999	12	999	30.5	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
254	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	50	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
255	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	51	52	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
256	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	53	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
257	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	50	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
258	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	51	52	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
259	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	53	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
